book_id,goodreads_book_id,authors,original_publication_year,title
2466,400412,T.S. Eliot,1922.0,The Waste Land and Other Poems
2467,201146,"Else Holmelund Minarik, Maurice Sendak",1957.0,Little Bear
2468,206172,Edgar Allan Poe,1842.0,The Pit and the Pendulum
2469,34529,Terry Pratchett,1992.0,"Lords and Ladies (Discworld, #14; Witches #4)"
2470,62530,Terry Pratchett,2006.0,"Thud! (Discworld, #34; City Watch #7)"
2471,28876,Naomi Novik,2006.0,"His Majesty's Dragon (Temeraire, #1)"
2472,444304,"Holly Black, Tony DiTerlizzi",2003.0,"The Field Guide (The Spiderwick Chronicles, #1)"
2473,7497897,David Platt,2010.0,Radical: Taking Back Your Faith from the American Dream
2474,1303,"Robert Greene, Joost Elffers",1988.0,The 48 Laws of Power
2475,41667,Jean Craighead George,1959.0,"My Side of the Mountain (Mountain, #1)"
2476,3392089,"Susanna Kearsley, Rosalyn Landor",2008.0,"The Winter Sea (Slains, #1)"
2477,5861926,Peter Lerangis,2009.0,"The Sword Thief (The 39 Clues, #3)"
2478,85437,Robin Cook,1977.0,Coma
2479,46945,"Hubert Selby Jr., Darren Aronofsky, Richard Price",1978.0,Requiem for a Dream
2480,111332,Erin Hunter,2003.0,"Into the Wild (Warriors, #1)"
2481,76401,Dee Brown,1970.0,Bury My Heart at Wounded Knee: An Indian History of the American West
2482,128066,"Władysław Szpilman, Anthea Bell",1946.0,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45"
2483,16033902,Maya Banks,2013.0,"Rush (Breathless, #1)"
2484,3052106,"Ian Edginton, Oscar Wilde, I.N.J. Culbard",2009.0,The Picture of Dorian Gray: A Graphic Novel
2485,11557,Robert McCammon,1987.0,Swan Song
2486,22522805,Kazuo Ishiguro,2015.0,The Buried Giant
2487,68494,China Miéville,2000.0,"Perdido Street Station (Bas-Lag, #1)"
2488,4070493,Carrie Jones,2008.0,"Need (Need, #1)"
2489,2442,Terry Pratchett,1991.0,"Witches Abroad (Discworld, #12; Witches #3)"
2490,721012,"Geoffrey Crayon, Washington Irving, William L. Hedges",1819.0,The Legend of Sleepy Hollow and Other Stories
2491,117,Frank Herbert,1984.0,Heretics of Dune (Dune Chronicles #5)
2492,772852,"David Wilkerson, John Sherrill, Elizabeth Sherrill",1963.0,The Cross and the Switchblade
2493,346087,Jim Butcher,2007.0,"Captain's Fury (Codex Alera, #4)"
2494,9912994,Chuck Palahniuk,2011.0,"Damned (Damned, #1)"
2495,222458,Cynthia Lord,2006.0,Rules
2496,8584686,Karen Russell,2011.0,Swamplandia!
2497,49353,Michael Connelly,1995.0,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)"
2498,2715,Mark Kurlansky,2002.0,Salt: A World History
2499,31173,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre",1853.0,Villette
2500,10552338,Neal Stephenson,2011.0,Reamde
2501,34502,Terry Pratchett,1994.0,"Soul Music (Discworld, #16; Death, #3)"
2502,14740588,Janet Evanovich,2012.0,"Notorious Nineteen (Stephanie Plum, #19)"
2503,6117055,Richard Dawkins,2009.0,The Greatest Show on Earth: The Evidence for Evolution
2504,392297,Frank Miller,1992.0,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)"
2505,356896,Og Mandino,1968.0,The Greatest Salesman in the World
2506,3758,Ian Fleming,1953.0,"Casino Royale (James Bond, #1)"
2507,83144,Paullina Simons,2001.0,"The Bronze Horseman (The Bronze Horseman, #1)"
2508,11346,Toni Morrison,1973.0,Sula
2509,17999892,A.G. Riddle,2013.0,"The Atlantis Gene (The Origin Mystery, #1)"
2510,7148256,Philippa Gregory,2010.0,"The Red Queen (The Plantagenet and Tudor Novels, #3)"
2511,6642402,Julie James,2010.0,"Something About You (FBI/US Attorney, #1)"
2512,105552,Dr. Seuss,1970.0,Mr. Brown Can Moo! Can You?
2513,10607,"Stephen King, Peter Straub",2001.0,"Black House (The Talisman, #2)"
2514,15719,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003.0,Marvel 1602
2515,26722,Vince Flynn,2006.0,"Act of Treason (Mitch Rapp, #9)"
2516,13330761,Peter Heller,2012.0,The Dog Stars
2517,19494,John le Carré,1963.0,The Spy Who Came In from the Cold
2518,133664,Jim Butcher,2005.0,"Academ's Fury (Codex Alera, #2)"
2519,13162,James Patterson,1998.0,"When the Wind Blows (When the Wind Blows, #1)"
2520,6443834,"Haruki Murakami, 村上 春樹",2009.0,"1Q84 BOOK 1 (1Q84, #1)"
2521,4004,"Paulo Coelho, Alan R. Clarke",1987.0,The Pilgrimage
2522,383028,Lee Child,2006.0,"The Hard Way (Jack Reacher, #10)"
2523,231821,Sheila Burnford,1960.0,The Incredible Journey
2524,13529,Geraldine Brooks,2004.0,March
2525,13359067,"Lee Child, Dick Hill",2012.0,"A Wanted Man (Jack Reacher, #17)"
2526,22369,"Grant Morrison, Frank Quitely",2007.0,"All-Star Superman, Vol. 1"
2527,12177850,George R.R. Martin,2000.0,"A Song of Ice and Fire (A Song of Ice and Fire, #1-5)"
2528,16158558,Nora Roberts,2013.0,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)"
2529,7198988,Alyson Noel,2010.0,"Dark Flame (The Immortals, #4)"
2530,25734248,Fiona Barton,2016.0,The Widow
2531,6255144,Patrick Carman,2009.0,"The Black Circle (The 39 Clues, #5)"
2532,15820748,Kiera Cass,2013.0,"The Prince (The Selection, #0.5)"
2533,16069030,Marie Rutkoski,2014.0,"The Winner's Curse (The Winner's Trilogy, #1)"
2534,71332,Sapphire,1996.0,Push
2535,17465515,"Elena Ferrante, Ann Goldstein",2012.0,The Story of a New Name (The Neapolitan Novels #2)
2536,70539,Arthur C. Clarke,1982.0,"2010: Odyssey Two (Space Odyssey, #2)"
2537,6406018,Atsushi Ohkubo,2004.0,"Soul Eater, Vol. 01 (Soul Eater, #1)"
2538,15803059,William Kent Krueger,2013.0,Ordinary Grace
2539,14839,David Baldacci,2001.0,Last Man Standing
2540,118944,Gene Luen Yang,2006.0,American Born Chinese
2541,1335184,"Eugene Bradley Coco, Ron Dias, Walt Disney Company",1960.0,Peter Pan (A Little Golden Book)
2542,15990969,K.A. Tucker,2012.0,"Ten Tiny Breaths (Ten Tiny Breaths, #1)"
2543,7141642,David Mitchell,2010.0,The Thousand Autumns of Jacob de Zoet
2544,18525,Christopher Marlowe,1604.0,Dr. Faustus
2545,84145,Sherrilyn Kenyon,2003.0,Dance with the Devil (Dark-Hunter #3)
2546,6614,Candace Bushnell,2005.0,Lipstick Jungle
2547,79379,James Patterson,2001.0,"Violets Are Blue (Alex Cross, #7)"
2548,180116,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992.0,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!"
2549,30246,Laurell K. Hamilton,1998.0,"Blue Moon (Anita Blake, Vampire Hunter, #8)"
2550,30242,Laurell K. Hamilton,1998.0,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)"
2551,19286669,Diane Chamberlain,2014.0,"The Silent Sister (Riley MacPherson, #1)"
2552,9597,Kurt Vonnegut Jr.,1952.0,Player Piano
2553,10155,Arthur Conan Doyle,1912.0,"The Lost World (Professor Challenger, #1)"
2554,34511,Terry Pratchett,2003.0,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)"
2555,60931,Octavia E. Butler,1979.0,Kindred
2556,8282,"Laura Ingalls Wilder, Garth Williams",1940.0,"The Long Winter (Little House, #6)"
2557,525488,"Henry Cloud, John Townsend",1992.0,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life"
2558,17378508,Maggie Stiefvater,2014.0,"Blue Lily, Lily Blue (The Raven Cycle, #3)"
2559,43945,"Philip Roth, Luca Marinelli",1969.0,Portnoy's Complaint
2560,815716,"John C. Maxwell, Zig Ziglar",1998.0,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You
2561,51019,Margaret Atwood,1988.0,Cat's Eye
2562,15783307,J. Sterling,2012.0,"The Perfect Game (The Perfect Game, #1)"
2563,7540092,Patrick Ness,2010.0,"Monsters of Men (Chaos Walking, #3)"
2564,8647,Orson Scott Card,2005.0,"Shadow of the Giant (Ender's Shadow, #4)"
2565,10128428,Brian Selznick,2011.0,Wonderstruck
2566,748862,Sarah Ban Breathnach,1995.0,Simple Abundance:  A Daybook of Comfort and Joy
2567,9917938,Moira Young,2011.0,"Blood Red Road (Dust Lands, #1)"
2568,13131,"James Patterson, Maxine Paetro",2007.0,"The 6th Target (Women's Murder Club, #6)"
2569,40395,"Edgar Rice Burroughs, John Seelye",1912.0,"A Princess of Mars (Barsoom, #1)"
2570,17262203,Margaret Atwood,2013.0,"MaddAddam (MaddAddam, #3)"
2571,77770,"Laura Ingalls Wilder, Garth Williams",1943.0,"These Happy Golden Years (Little House, #8)"
2572,19596,Victoria Finlay,2003.0,Color: A Natural History of the Palette
2573,5357,John Grisham,2001.0,Skipping Christmas
2574,24244,Michael Connelly,1993.0,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)"
2575,12022079,Kristin Hannah,2012.0,Home Front
2576,16117506,Christina Lauren,2013.0,"Beautiful Stranger (Beautiful Bastard, #2)"
2577,127459,Libba Bray,2007.0,"The Sweet Far Thing (Gemma Doyle, #3)"
2578,5197,Ernest J. Gaines,1993.0,A Lesson Before Dying
2579,178357,David Sedaris,1998.0,SantaLand Diaries
2580,24820165,Nicholas Sparks,2015.0,See Me
2581,7415016,Sophie Kinsella,2010.0,"Mini Shopaholic (Shopaholic, #6)"
2582,857448,"Gene Zion, Margaret Bloy Graham",1956.0,Harry the Dirty Dog
2583,18144115,Jennifer Weiner,2014.0,All Fall Down
2584,393199,George Orwell,1933.0,Down and Out in Paris and London
2585,6081685,Hiro Fujiwara,2006.0,"Maid-sama! Vol. 01 (Maid-sama!, #1)"
2586,381102,Nick Bantock,1991.0,Griffin and Sabine (Griffin & Sabine #1)
2587,14061957,Leigh Bardugo,2014.0,"Ruin and Rising (Shadow and Bone, #3)"
2588,3503947,أحمد خالد توفيق,2008.0,يوتوبيا
2589,421549,Jennifer Weiner,2000.0,Certain Girls (Cannie Shapiro #2)
2590,13152194,Cheryl Strayed,2012.0,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar
2591,743599,Karen Marie Moning,1999.0,"Beyond the Highland Mist (Highlander, #1)"
2592,15654,Ann Rule,1980.0,The Stranger Beside Me: Ted Bundy The Shocking Inside Story
2593,3054684,Claudia Gray,2009.0,"Stargazer (Evernight, #2)"
2594,7668,Michael Crichton,1992.0,Rising Sun
2595,136167,Sidney Sheldon,1973.0,The Other Side of Midnight (Midnight #1)
2596,7936809,Michael Connelly,2010.0,"The Reversal (Harry Bosch, #16; Mickey Haller, #4; Harry Bosch Universe, #19)"
2597,10065,"Louis Sachar, Joel Schick",1989.0,Wayside School Is Falling Down (Wayside School #2)
2598,7274337,"Julie Orringer, Arthur Morey",2010.0,The Invisible Bridge
2599,15861491,Pittacus Lore,2013.0,"The Fall of Five (Lorien Legacies, #4)"
2600,56759,"Thomas Hardy, Keith Wilson",1886.0,The Mayor of Casterbridge
2601,8732,John Steinbeck,1933.0,The Red Pony
2602,498389,Jo Nesbø,2003.0,"The Devil's Star (Harry Hole, #5)"
2603,5159,Alice Hoffman,1997.0,Here on Earth
2604,119091,"Anne Rice, Tim Curry",1994.0,"Taltos (Lives of the Mayfair Witches, #3)"
2605,190361,Laurell K. Hamilton,2000.0,"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)"
2606,9268487,Peter V. Brett,2013.0,"The Daylight War (Demon Cycle, #3)"
2607,1248179,John Grisham,2008.0,The Appeal
2608,13830,Tamora Pierce,1986.0,"The Woman Who Rides Like a Man (Song of the Lioness, #3)"
2609,8680417,Ben Aaronovitch,2011.0,"Midnight Riot (Peter Grant, #1)"
2610,9303,Marian Keyes,1996.0,Lucy Sullivan Is Getting Married
2611,34501,Terry Pratchett,2004.0,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)"
2612,50365,Vikram Seth,1993.0,"A Suitable Boy (A Suitable Boy, #1)"
2613,22738563,Chimamanda Ngozi Adichie,2014.0,We Should All Be Feminists
2614,8087906,Patricia Briggs,2011.0,"River Marked (Mercy Thompson, #6)"
2615,4135,Amy Sedaris,2006.0,I Like You: Hospitality Under the Influence
2616,22320,William Gibson,2003.0,"Pattern Recognition (Blue Ant, #1)"
2617,21936809,Peter  Swanson,2015.0,The Kind Worth Killing
2618,11525,Patricia Schultz,2003.0,"1,000 Places to See Before You Die"
2619,355916,"Angie Sage, Mark Zug",2007.0,"Physik (Septimus Heap, #3)"
2620,6667,"Roald Dahl, Quentin Blake",1984.0,Boy: Tales of Childhood
2621,10890,Anne Lamott,1999.0,Traveling Mercies: Some Thoughts on Faith
2622,184657,Vince Flynn,2004.0,"Memorial Day (Mitch Rapp, #7)"
2623,13836,Tamora Pierce,1992.0,"Wild Magic (Immortals, #1)"
2624,30013,Isaac Asimov,1988.0,Prelude to Foundation
2625,56728,Max Lucado,1997.0,"You Are Special (Wemmicksville, #1)"
2626,18798983,Renee Ahdieh,2015.0,"The Wrath and the Dawn (The Wrath and the Dawn, #1)"
2627,6260997,"Nicholas D. Kristof, Sheryl WuDunn",2008.0,Half the Sky: Turning Oppression into Opportunity for Women Worldwide
2628,10798418,"Daniel Handler, Maira Kalman",2011.0,Why We Broke Up
2629,18243700,Sarah J. Maas,2014.0,"The Assassin's Blade (Throne of Glass, #0.1-0.5)"
2630,2807199,Curtis Sittenfeld,2008.0,American Wife
2631,29394,Jim Butcher,2006.0,"Cursor's Fury (Codex Alera, #3)"
2632,334176,Mary Doria Russell,1996.0,"The Sparrow (The Sparrow, #1)"
2633,10910,Jodi Picoult,1996.0,Mercy
2634,20727654,Charlie N. Holmberg,2014.0,"The Paper Magician (The Paper Magician Trilogy, #1)"
2635,6023056,Steve Harvey,2009.0,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment"
2636,10335318,Candice Millard,2011.0,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President"
2637,89724,"Shirley Jackson, Jonathan Lethem",1962.0,We Have Always Lived in the Castle
2638,56405,Emerson Eggerichs,2004.0,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs
2639,2761626,Michael Connelly,2008.0,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)"
2640,216442,Timothy Zahn,1992.0,Dark Force Rising
2641,17262159,Lee Child,2013.0,"Never Go Back (Jack Reacher, #18)"
2642,183656,Gail Carson Levine,2001.0,The Two Princesses of Bamarre
2643,228630,"Richard Wright, Jerry W. Ward Jr.",1945.0,Black Boy
2644,5167,Lalita Tademy,2001.0,Cane River
2645,43884,Terry Goodkind,2006.0,"Phantom (Sword of Truth, #10)"
2646,29582,Isaac Asimov,1986.0,Foundation and Earth (Foundation #5)
2647,10058,"James D. Bradley, Ron Powers",2000.0,Flags of Our Fathers
2648,99111,"A.A. Milne, Ernest H. Shepard",1926.0,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)"
2649,112803,Mahatma Gandhi,1940.0,The Story of My Experiments With Truth
2650,2265,"Lance Armstrong, Sally Jenkins",1999.0,It's Not About the Bike: My Journey Back to Life
2651,45546,Stephen E. Ambrose,1996.0,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier
2652,18803640,Helen Macdonald,2015.0,H is for Hawk
2653,21423525,David Nicholls,2014.0,Us
2654,66695,R.A. Salvatore,1990.0,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)"
2655,6393082,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009.0,"Ender's Game, Volume 1: Battle School (Ender's Saga)"
2656,6218007,"Karuho Shiina, Tomo Kimura",2006.0,"Kimi ni Todoke: From Me to You, Vol. 1"
2657,182425,Dean Koontz,1999.0,False Memory
2658,34510,Terry Pratchett,1990.0,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)"
2659,12513614,C.J. Roberts,2011.0,"Captive in the Dark (The Dark Duet, #1)"
2660,81959,James Allen,1902.0,As a Man Thinketh
2661,2082136,Mary Roach,2008.0,Bonk: The Curious Coupling of Science and Sex
2662,544257,Rachel Caine,2007.0,"Midnight Alley (The Morganville Vampires, #3)"
2663,23278537,"Nina George, Simon Pare",2013.0,The Little Paris Bookshop
2664,13562049,Ian McEwan,2012.0,Sweet Tooth
2665,17333880,Abbi Glines,2013.0,"Twisted Perfection (Rosemary Beach, #5; Perfection, #1)"
2666,19675,Tom Clancy,1996.0,"Executive Orders (Jack Ryan Universe, #9)"
2667,8592946,Ann Voskamp,2011.0,One Thousand Gifts: A Dare to Live Fully Right Where You Are
2668,156427,Robert Bloch,1959.0,Psycho
2669,45100,Robin Hobb,1998.0,"Ship of Magic (Liveship Traders, #1)"
2670,148337,"Alistair MacLean, Clint Willis",1967.0,Where Eagles Dare 
2671,41977,Maeve Binchy,1990.0,Circle of Friends
2672,23513349,Rupi Kaur,2014.0,Milk and Honey
2673,5720,Tom Clancy,1998.0,"Rainbow Six (Jack Ryan Universe, #10)"
2674,16788,Neil Gaiman,2006.0,Fragile Things: Short Fictions and Wonders
2675,8196732,Rosamund Lupton,2010.0,Sister
2676,20518872,"Liu Cixin, Ken Liu",2007.0,"The Three-Body Problem (Remembrance of Earth’s Past, #1)"
2677,48002,Terry Pratchett,2001.0,"Thief of Time (Discworld, #26; Death, #5)"
2678,154798,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003.0,Superman: Red Son
2679,227593,Julia Glass,2002.0,Three Junes
2680,52309,"Benjamin Franklin, Lewis Leary",1791.0,The Autobiography of Benjamin Franklin
2681,1858013,Timothy J. Keller,2007.0,The Reason for God: Belief in an Age of Skepticism
2682,12891107,Mark  Lawrence,2012.0,"King of Thorns (The Broken Empire, #2)"
2683,12160906,Jeffrey Archer,2012.0,"The Sins of the Father (The Clifton Chronicles, #2)"
2684,187811,Meg Cabot,2000.0,"Shadowland (The Mediator, #1)"
2685,3047849,Sara Shepard,2009.0,"Killer (Pretty Little Liars, #6)"
2686,4898,"W. Chan Kim, Renée Mauborgne",2004.0,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant
2687,6431790,James Patterson,2010.0,"Fang (Maximum Ride, #6)"
2688,8546358,Sarah Addison Allen,2011.0,The Peach Keeper
2689,815234,"Audrey Wood, Don    Wood",1984.0,The Napping House
2690,27239265,Matthew FitzSimmons,2015.0,"The Short Drop (Gibson Vaughn, #1)"
2691,33453,Christopher Moore,2007.0,"You Suck (A Love Story, #2)"
2692,18104607,Jamie McGuire,2014.0,"Beautiful Oblivion (The Maddox Brothers, #1)"
2693,77711,Vernor Vinge,1992.0,"A Fire Upon the Deep (Zones of Thought, #1)"
2694,6709,Eckhart Tolle,1999.0,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now"
2695,19469,Caroline B. Cooney,1990.0,"The Face on the Milk Carton (Janie Johnson, #1)"
2696,413158,Robert Lopshire,1960.0,Put Me in the Zoo
2697,6448470,Sophie Jordan,2010.0,"Firelight (Firelight, #1)"
2698,9809,"Italo Calvino, William Weaver",1972.0,Invisible Cities
2699,11096647,Jessica Park,2011.0,"Flat-Out Love (Flat-Out Love, #1)"
2700,17905709,Richard Flanagan,2013.0,The Narrow Road to the Deep North
2701,26582,"A.N. Roquelaure, Anne Rice",1983.0,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)"
2702,6114607,Jennifer Worth,2002.0,"The Midwife: A Memoir of Birth, Joy, and Hard Times"
2703,10882,Hunter S. Thompson,1966.0,Hell's Angels: A Strange and Terrible Saga
2704,9758764,Jennifer Weiner,2010.0,Then Came You
2705,395922,L.J. Smith,1991.0,"The Awakening (The Vampire Diaries, #1)"
2706,73070,Susan Elizabeth Phillips,1994.0,"It Had to Be You (Chicago Stars, #1)"
2707,13707738,Michael   Lewis,2011.0,Boomerang: Travels in the New Third World
2708,7227174,Jennifer Weiner,2010.0,Fly Away Home
2709,14662,"Stendhal, Roger Gard",1830.0,The Red and the Black
2710,16183,Philippa Gregory,2004.0,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)"
2711,332775,Catherine Fisher,2007.0,"Incarceron (Incarceron, #1)"
2712,10800916,C.C. Hunter,2011.0,"Awake at Dawn (Shadow Falls, #2)"
2713,452157,Bev Vincent,2004.0,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus
2714,9462795,Josephine Angelini,2011.0,"Starcrossed (Starcrossed, #1)"
2715,7739934,Alyson Noel,2010.0,"Night Star (The Immortals, #5)"
2716,67238,N.H. Kleinbaum,1988.0,Dead Poets Society
2717,23745132,Emily Bleeker,2015.0,Wreckage
2718,63720,Terry Pratchett,1999.0,"The Fifth Elephant (Discworld, #24; City Watch, #5)"
2719,1524173,John Flanagan,2006.0,"The Sorcerer in the North (Ranger's Apprentice, #5)"
2720,639864,Paramahansa Yogananda,1946.0,Autobiography of a Yogi
2721,9595650,Kevin Hearne,2011.0,"Hexed (The Iron Druid Chronicles, #2)"
2722,1325218,"Alvin Schwartz, Stephen Gammell",1981.0,"Scary Stories to Tell in the Dark (Scary Stories, #1)"
2723,26109394,Harlan Coben,2016.0,Fool Me Once
2724,27323,John Hersey,1946.0,Hiroshima
2725,6316171,Jennifer Brown,2009.0,Hate List
2726,15283043,Kasie West,2013.0,The Distance Between Us
2727,3873,Karen Armstrong,1975.0,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam"
2728,16131032,James S.A. Corey,2013.0,"Abaddon's Gate (The Expanse, #3)"
2729,5932,"Pablo Neruda, W.S. Merwin, Cristina García",1924.0,Twenty Love Poems and a Song of Despair
2730,382549,Tom Clancy,1988.0,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)"
2731,1062516,David Shannon,1998.0,"No, David!"
2732,18414,"Thomas More, Paul Turner",1516.0,Utopia
2733,1099301,"Pseudonymous Bosch, Gilbert Ford",2007.0,"The Name of This Book Is Secret (Secret, #1)"
2734,18053060,Danielle  Paige,2014.0,"Dorothy Must Die (Dorothy Must Die, #1)"
2735,16429,Dean Koontz,2006.0,The Husband
2736,7048800,Aimee Bender,2010.0,The Particular Sadness of Lemon Cake
2737,6588,James Patterson,2003.0,"The Big Bad Wolf  (Alex Cross, #9)"
2738,533465,"Dai Sijie, Ina Rilke",2000.0,Balzac and the Little Chinese Seamstress
2739,18813642,Roxane Gay,2014.0,Bad Feminist
2740,226709,V.C. Andrews,1980.0,"Petals on the Wind (Dollanganger, #2)"
2741,6690,"Roald Dahl, Quentin Blake",1975.0,Danny the Champion of the World
2742,9160695,Amy Chua,2011.0,Battle Hymn of the Tiger Mother
2743,19351043,Noelle Stevenson,2015.0,Nimona
2744,1192,Giada De Laurentiis,2005.0,Everyday Italian: 125 Simple and Delicious Recipes
2745,6537,Patricia Cornwell,1995.0,"From Potter's Field (Kay Scarpetta, #6)"
2746,84736,James Patterson,2005.0,"Mary, Mary (Alex Cross, #11)"
2747,15055,Jeanette Winterson,1985.0,Oranges Are Not the Only Fruit
2748,16139641,R.K. Lilley,2013.0,"Grounded (Up in the Air, #3)"
2749,19427193,Ravinder Singh,2007.0,I Too Had a Love Story
2750,25051,"Betty MacDonald, Alexandra Boiger",1947.0,"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)"
2751,58962,Michael Connelly,1997.0,"Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)"
2752,18505796,Dan   Harris,2014.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
2753,120230,"Ina Garten, Quentin Bacon",2006.0,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again
2754,32504,Michael Connelly,1998.0,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)"
2755,41821,Isaac Asimov,1972.0,The Gods Themselves
2756,6393047,Peter Lerangis,2010.0,"The Viper's Nest (39 Clues, #7)"
2757,7742,Sena Jeter Naslund,1999.0,"Ahab's Wife, or The Star-Gazer"
2758,13570,"CLAMP, Anthony Gerard",2004.0,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 01"
2759,8962,Darren Shan,2000.0,"A Living Nightmare (Cirque Du Freak, #1)"
2760,297627,"Alan Moore, Kevin O'Neill",2000.0,"The League of Extraordinary Gentlemen, Vol. 1"
2761,169756,M.T. Anderson,2002.0,Feed
2762,3819326,Nalini Singh,2009.0,"Angels' Blood (Guild Hunter, #1)"
2763,752900,"Euripides, Rex Warner",-431.0,Medea
2764,6342491,Cinda Williams Chima,2009.0,"The Demon King (Seven Realms, #1)"
2765,821056,Hannah Hurnard,1955.0,Hinds' Feet on High Places
2766,38333,Charles Burns,1995.0,Black Hole
2767,19358975,"Brian K. Vaughan, Fiona Staples",2014.0,"Saga, Vol. 3 (Saga, #3)"
2768,20263040,Lee Child,2014.0,"Personal (Jack Reacher, #19)"
2769,15994634,Therese Anne Fowler,2013.0,Z: A Novel of Zelda Fitzgerald
2770,4979,Kurt Vonnegut Jr.,2005.0,A Man Without a Country
2771,17667452,Catherine Ryan Hyde,2009.0,When I Found You
2772,25893693,Martha Hall Kelly,2016.0,Lilac Girls
2773,552894,"James Patterson, Maxine Paetro",2008.0,"7th Heaven (Women's Murder Club, #7)"
2774,23664710,Lee Child,2015.0,"Make Me (Jack Reacher, #20)"
2775,18428067,Anthony Marra,2013.0,A Constellation of Vital Phenomena
2776,13496738,Abbi Glines,2012.0,"While It Lasts (Sea Breeze, #3)"
2777,13414676,Will Schwalbe,2012.0,The End of Your Life Book Club
2778,1672727,Lauren Barnholdt,2007.0,Two-Way Street
2779,16001443,Raine Miller,2012.0,"All In (The Blackstone Affair, #2)"
2780,1814843,John Flanagan,2006.0,"The Siege of Macindaw (Ranger's Apprentice, #6)"
2781,49221,C.S. Lewis,1961.0,A Grief Observed
2782,22416,"Warren Ellis, Darick Robertston, Garth Ennis",1998.0,"Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)"
2783,13833,Tamora Pierce,1994.0,"Emperor Mage (Immortals, #3)"
2784,8099187,George W. Bush,2010.0,Decision Points
2785,6387565,"James Patterson, Gabrielle Charbonnet",2009.0,"Witch & Wizard (Witch & Wizard, #1)"
2786,386286,"Jean Craighead George, John Schoenherr",1972.0,"Julie of the Wolves (Julie of the Wolves, #1)"
2787,37743,Judy Blume,1975.0,Forever . . .
2788,22609391,David McCullough,2015.0,The Wright Brothers
2789,31231,Robert Ludlum,1979.0,The Matarese Circle (Matarese #1)
2790,3147367,Jon Meacham,2008.0,American Lion: Andrew Jackson in the White House
2791,15842230,David Baldacci,2012.0,"The Forgotten (John Puller, #2)"
2792,16065004,Brandon Sanderson,2015.0,"Shadows of Self (Mistborn, #5)"
2793,17262155,Helen Fielding,2013.0,"Mad About the Boy (Bridget Jones, #3)"
2794,30633,C.S. Lewis,1960.0,The Four Loves
2795,20639274,Mia Sheridan,2014.0,Archer's Voice
2796,11010251,Alyson Richman,2011.0,The Lost Wife
2797,10505,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004.0,History of Beauty
2798,18765,Robert Graves,1934.0,"I, Claudius (Claudius, #1)"
2799,13326831,Joelle Charbonneau,2013.0,"The Testing (The Testing, #1)"
2800,17908462,Janet Evanovich,2013.0,"Takedown Twenty (Stephanie Plum, #20)"
2801,13628209,Kirsty Moseley,2011.0,The Boy Who Sneaks in My Bedroom Window
2802,13829,Tamora Pierce,2006.0,"Terrier (Beka Cooper, #1)"
